Table,Variable,Frequency,Dimensions,Standard Name,Long Name,Comment,Modeling Realm,Units,Positive,Cell Methods,Cell Measures
Lmon,gpp,mon,longitude latitude time,gross_primary_productivity_of_biomass_expressed_as_carbon,Carbon Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],"The rate of synthesis of biomass from inorganic precursors by autotrophs ('producers') expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production. ",land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Lmon,grassFrac,mon,longitude latitude time typenatgr,area_fraction,Natural Grass Area Percentage,Percentage of entire grid cell that is covered by natural grass.,land,%,,area: mean where land over all_area_types time: mean,area: areacella
Lmon,lai,mon,longitude latitude time,leaf_area_index,Leaf Area Index,A ratio obtained by dividing the total upper leaf surface area of vegetation by the (horizontal) surface area of the land on which it grows.,land,1,,area: mean where land time: mean,area: areacella
Lmon,landCoverFrac,mon,longitude latitude vegtype time,area_fraction,Percentage of Area by Vegetation or Land-Cover Category,"Percentage of grid cell area occupied by different model vegetation/land cover categories. The categories may differ from model to model, depending on each model's subgrid land cover category definitions. Categories may include natural vegetation, anthropogenic vegetation, bare soil, lakes, urban areas, glaciers, etc. Sum of all should equal the percentage of the grid cell that is land.",land,%,,area: mean where land over all_area_types time: mean,area: areacella
Lmon,mrfso,mon,longitude latitude time,soil_frozen_water_content,Soil Frozen Water Content,The mass per unit area (summed over all model layers) of frozen water.,land landIce,kg m-2,,area: mean where land time: mean,area: areacella
Lmon,mrro,mon,longitude latitude time,runoff_flux,Total Runoff,The total run-off (including drainage through the base of the soil model) per unit area leaving the land portion of the grid cell.,land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Lmon,mrros,mon,longitude latitude time,surface_runoff_flux,Surface Runoff,The total surface run off leaving the land portion of the grid cell (excluding drainage through the base of the soil model).,land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Lmon,mrso,mon,longitude latitude time,mass_content_of_water_in_soil,Total Soil Moisture Content,the mass per unit area  (summed over all soil layers) of water in all phases.,land,kg m-2,,area: mean where land time: mean,area: areacella
Lmon,mrsos,mon,longitude latitude time sdepth1,mass_content_of_water_in_soil_layer,Moisture in Upper Portion of Soil Column,The mass of water in all phases in the upper 10cm of the  soil layer.,land,kg m-2,,area: mean where land time: mean,area: areacella
Lmon,nbp,mon,longitude latitude time,surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_all_land_processes,Carbon Mass Flux out of Atmosphere Due to Net Biospheric Production on Land [kgC m-2 s-1],"This is the net mass flux of carbon from atmosphere into land, calculated as photosynthesis MINUS the sum of  plant and soil respiration, carbon fluxes from fire, harvest, grazing  and land use change. Positive flux is into the land.",land,kg m-2 s-1,down,area: mean where land time: mean,area: areacella
Lmon,npp,mon,longitude latitude time,net_primary_productivity_of_biomass_expressed_as_carbon,Net Primary Production on Land as Carbon Mass Flux [kgC m-2 s-1],"'Production of carbon' means the production of biomass expressed as the mass of carbon which it contains. Net primary production is the excess of gross primary production (rate of synthesis of biomass from inorganic precursors) by autotrophs ('producers'), for example, photosynthesis in plants or phytoplankton, over the rate at which the autotrophs themselves respire some of this biomass. 'Productivity' means production per unit area. The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A.",land,kg m-2 s-1,down,area: mean where land time: mean,area: areacella
Lmon,nppLeaf,mon,longitude latitude time,net_primary_productivity_of_biomass_expressed_as_carbon_accumulated_in_leaves,Net Primary Production Allocated to Leaves as Carbon Mass Flux [kgC m-2 s-1],This is the rate of carbon uptake by leaves due to NPP,land,kg m-2 s-1,down,area: mean where land time: mean,area: areacella
Lmon,nppRoot,mon,longitude latitude time,net_primary_productivity_of_biomass_expressed_as_carbon_accumulated_in_roots,Net Primary Production Allocated to Roots as Carbon Mass Flux [kgC m-2 s-1],This is the rate of carbon uptake by roots due to NPP,land,kg m-2 s-1,down,area: mean where land time: mean,area: areacella
Lmon,nppWood,mon,longitude latitude time,net_primary_productivity_of_biomass_expressed_as_carbon_accumulated_in_wood,Net Primary Production Allocated to Wood as Carbon Mass Flux [kgC m-2 s-1],This is the rate of carbon uptake by wood due to NPP,land,kg m-2 s-1,down,area: mean where land time: mean,area: areacella
Lmon,pastureFrac,mon,longitude latitude time typepasture,area_fraction,Percentage of Land Which Is Anthropogenic Pasture,Percentage of entire grid cell  that is covered by anthropogenic pasture.,land,%,,area: mean where land over all_area_types time: mean,area: areacella
Lmon,prveg,mon,longitude latitude time,precipitation_flux_onto_canopy,Precipitation onto Canopy,The precipitation flux that is intercepted by the vegetation canopy (if present in model) before reaching the ground.,land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Lmon,rGrowth,mon,longitude latitude time,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration_for_biomass_growth,Total Autotrophic Respiration on Land as Carbon Mass Flux [kgC m-2 s-1],Growth respiration is defined as the additional carbon cost for the synthesis of new growth.,land,kg m-2 s-1,up,area: mean where land time: mean,area: areacella
Lmon,rMaint,mon,longitude latitude time,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration_for_biomass_maintenance,Carbon Mass Flux into Atmosphere Due to Maintenance Autotrophic Respiration on Land [kgC m-2 s-1],Maintenance respiration is defined as the carbon cost to support the metabolic activity of existing live tissue.,land,kg m-2 s-1,up,area: mean where land time: mean,area: areacella
Lmon,ra,mon,longitude latitude time,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration,Carbon Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],Carbon mass flux per unit area into atmosphere due to autotrophic respiration on land (respiration by producers) [see rh for heterotrophic production],land,kg m-2 s-1,up,area: mean where land time: mean,area: areacella
Lmon,residualFrac,mon,longitude latitude time typeresidual,area_fraction,Percentage of Grid Cell That Is Land but neither Vegetation Covered nor Bare Soil,"Percentage of entire grid cell  that is land and is covered by  neither vegetation nor bare-soil (e.g., urban, ice, lakes, etc.)",land,%,,area: mean where land over all_area_types time: mean,area: areacella
Lmon,rh,mon,longitude latitude time,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_heterotrophic_respiration,Total Heterotrophic Respiration on Land as Carbon Mass Flux [kgC m-2 s-1],Carbon mass flux per unit area into atmosphere due to heterotrophic respiration on land (respiration by consumers),land,kg m-2 s-1,up,area: mean where land time: mean,area: areacella
Lmon,shrubFrac,mon,longitude latitude time typeshrub,area_fraction,Percentage Cover by Shrub,Percentage of entire grid cell  that is covered by shrub.,land,%,,area: mean where land over all_area_types time: mean,area: areacella
Lmon,tran,mon,longitude latitude time,transpiration_flux,Transpiration,Transpiration (may include dew formation as a negative flux).,land,kg m-2 s-1,up,area: mean where land time: mean,area: areacella
Lmon,treeFrac,mon,longitude latitude time typetree,area_fraction,Tree Cover Percentage,Percentage of entire grid cell  that is covered by trees.,land,%,,area: mean where land over all_area_types time: mean,area: areacella
Lmon,treeFracPrimDec,mon,longitude latitude time typepdec,area_fraction,Percentage Cover by Primary Deciduous Tree,Percentage of the entire grid cell  that is covered by total primary deciduous trees.,land,%,,area: mean where land over all_area_types time: mean,area: areacella
Lmon,treeFracPrimEver,mon,longitude latitude time typepever,area_fraction,Percentage Cover by Primary Evergreen Trees,Percentage of entire grid cell  that is covered by primary evergreen trees.,land,%,,area: mean where land over all_area_types time: mean,area: areacella
Lmon,treeFracSecDec,mon,longitude latitude time typesdec,area_fraction,Percentage Cover by Secondary Deciduous Trees,Percentage of entire grid cell  that is covered by secondary deciduous trees.,land,%,,area: mean where land over all_area_types time: mean,area: areacella
Lmon,treeFracSecEver,mon,longitude latitude time typesever,area_fraction,Percentage Cover by Secondary Evergreen Trees,Percentage of entire grid cell  that is covered by secondary evergreen trees.,land,%,,area: mean where land over all_area_types time: mean,area: areacella
Lmon,tsl,mon,longitude latitude sdepth time,soil_temperature,Temperature of Soil,Temperature of soil. Reported as missing for grid cells with no land.,land,K,,area: mean where land time: mean,area: areacella
E3hrPt,aerasymbnd,3hrPt,longitude latitude alevel spectband time1,asymmetry_factor_of_ambient_aerosol_particles,Aerosol Level Asymmetry Parameter for Each Band,The asymmetry factor is the angular integral of the aerosol scattering phase function weighted by the cosine of the angle with the incident radiation flux. The asymmetry coefficient is here an integral over all wavelength bands.,atmos,1,,area: mean time: point,area: areacella
E3hrPt,aeroptbnd,3hrPt,longitude latitude alevel spectband time1,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,Aerosol Level Absorption Optical Thickness for Each Band,Optical thickness of atmospheric aerosols in wavelength bands.,atmos,1,,area: mean time: point,area: areacella
E3hrPt,aerssabnd,3hrPt,longitude latitude alevel spectband time1,single_scattering_albedo_in_air_due_to_ambient_aerosol_particles,Aerosol Level Single Scattering Albedo for Each Band,The single scattering albedo is the fraction of radiation in an incident light beam scattered by the particles of an aerosol reference volume for a given wavelength. It is the ratio of the scattering and the extinction coefficients of the aerosol particles in the reference volume. ,atmos,1,,area: mean time: point,area: areacella
E3hrPt,albdiffbnd,3hrPt,longitude latitude spectband time1,surface_diffuse_shortwave_hemispherical_reflectance,Diffuse Surface Albedo for Each Band,"The fraction of the surface diffuse downwelling shortwave radiation flux which is reflected. If the diffuse radiation is isotropic, this term is equivalent to the integral of surface bidirectional reflectance over all incident angles and over all outgoing angles in the hemisphere above the surface. Reported in spectral frequency bands.",atmos,1,,time: point,area: areacella
E3hrPt,albdirbnd,3hrPt,longitude latitude spectband time1,surface_direct_shortwave_hemispherical_reflectance,Direct Surface Albedo for Each Band,The fraction of the surface direct downwelling shortwave radiation flux which is reflected. It is equivalent to the surface bidirectional reflectance at the incident angle of the incoming solar radiation and integrated over all outgoing angles in the hemisphere above the surface.  Reported in spectral frequency bands.,atmos,1,,time: point,area: areacella
